id,categories,description
176,"Electoral Organization, Electoral Technology","Se sugiere que los partidos políticos, los movimientos ciudadanos y los pueblos indígenas designen, de la misma manera que se hace con el representante legal, a un técnico informático de carácter permanente ante la CNE que participe en la formación, actualización, depuración y reforma del Padrón Electoral."
176,Electoral Technology,"El sistema electoral boliviano ya ha logrado una importante solidez y confiabilidad, pero ésta debe seguir profundizándose mediante mecanismos que le den cada vez más seguridad y confiabilidad al sistema. En este sentido, se recomienda a la autoridad electoral analizar la posibilidad de ir, progresivamente, desarrollando herramientas y programas que automaticen cada vez más fases del proceso electoral."
358,Electoral Organization,"Analysis by government and the political parties of the positive role of the NMCM as a local observer group to contribute to the democratic process. In the December 7, 2005 elections the NMCM seemed to operate in a genuinely non-partisan way and its operation can be seen as a genuine civic exercise contributing to the democratic health of the country. Consideration should be given to strengthening the NMCM as one of the institutions of the electoral process in St Vincent and the Grenadines, an institution which moreover can contribute to generating greater confidence in the process. With adequate funding and training, the NMCM could be a watchdog civil society organization on electoral processes in periods leading up to Election Day. Consideration could also be given to exchanges of information and experiences with national electoral observation groups from other countries."
358,Electoral Organization,"It is recommended that there be enhanced training of electoral officers to ensure greater familiarity with voting procedures. For the most part the officials seemed competent, knowledgeable and efficient. However difficulties were observed with some of the more complex and lengthy procedures, in particular procedures for the closing of the polls and recording the results of the preliminary count"
208,Electoral Organization,"For the consistent and thorough application of laws and regulations, additional attention must be paid to the training of polling station officials that these staff will have to administer."
208,Electoral Organization,At each polling station one voting booth should be specially configured to accommodate wheelchair-bound and other physically challenged persons.
208,Electoral Organization,One of the alternates on the polling station staff could be assigned to assisting persons whose names do not appear on that station’s list to identify their voting locations (possibly by consulting the list for the entire district or contacting the CBB).
208,Electoral Organization,There is need for clarification from the chairperson of the polling station regarding exactly when the red stamp should be affixed.
208,Electoral Organization,"An indicator that the voter list may indeed have been too large is the number of undistributed, uncollected polling/voter cards. The OKB, in its role as elections auditor, should consider testing this theory by examining these cards and striking the names of those persons from the list. This list could be publicly circulated and the persons affected given a specified period of time to appear in person at the CBB or district commissioner’s office to be reinstated on the list."
208,Electoral Organization,"Clear procedures need to be elaborated to guide polling station staff with respect to assisted voting, that is, who should be assisted and by whom."
208,Electoral Organization,"Aggressive, transparent efforts should be made to correct the impression that polling station staff is recruited predominantly from the ruling parties of the political spectrum."
208,Electoral Organization,"In the future, the CBB should make every effort to carry out an internal check of the voter list against census data, prior to publishing the preliminary list."
208,Electoral Organization,Political organizations would benefit by using the periods of time provided between the publication of the preliminary and final list to check the names thoroughly. Their job is to win elections and they probably have the most sophisticated knowledge of the electorate.
